thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,diagnostic_noise
45.3,137.0,0.4,-1.3,C2,2.0,0.0,0,Z-OSE,0.23845
68.6,169.0,-0.3,-2.1,C3,3.0,0.0,0,Z-DBS,-1.111
49.4,,6.3,3.7,C2,5.0,1.0,1,Z-UAK,-0.43807
62.5,131.0,-0.9,0.5,C4,4.0,0.0,0,Z-JPD,0.51259
48.6,53.0,3.8,0.2,C2,2.0,1.0,1,Z-XEL,-0.97632
52.2,107.0,4.1,4.8,C2,5.0,0.0,1,Z-YBK,0.12333
39.6,98.0,,9.6,C1,4.0,1.0,1,Z-KJX,0.67737
46.6,87.0,,2.4,C3,5.0,0.0,1,Z-YNU,-0.45493
,62.0,,-4.5,C3,3.0,0.0,0,Z-TBK,0.60577
62.9,164.0,6.1,3.2,,4.0,0.0,0,Z-FIK,-1.06347
51.9,114.0,4.3,1.2,C1,2.0,1.0,1,Z-GAQ,-1.19174
61.2,331.0,-1.4,,C1,3.0,0.0,0,Z-HRA,-1.41171
,129.0,4.4,,C2,4.0,1.0,0,Z-ORU,0.63554
,159.0,0.3,0.1,C1,,0.0,0,Z-KLY,-0.4297
49.7,131.0,3.8,-0.0,C3,3.0,0.0,0,Z-DGB,0.42945
69.3,,1.9,3.4,C1,3.0,1.0,0,Z-YIF,-1.25699
46.3,80.0,2.1,-2.0,C4,1.0,0.0,0,,0.72235
44.0,79.0,4.0,5.6,C1,5.0,0.0,1,Z-GRO,-0.50661
40.5,58.0,4.4,-4.2,C2,4.0,1.0,0,Z-VAG,0.2659
68.8,179.0,4.7,2.6,,3.0,0.0,0,Z-TZC,
56.7,113.0,5.1,-1.3,C1,4.0,1.0,1,Z-LBM,-0.27618
47.5,108.0,7.0,2.4,C4,5.0,0.0,1,Z-QGV,-0.8241
60.2,81.0,2.5,12.1,C1,3.0,1.0,0,Z-DRI,-0.02471
,132.0,-0.4,-6.0,C2,4.0,,1,Z-WBH,-1.03876
65.9,116.0,-0.7,-3.8,C4,1.0,0.0,0,Z-IZX,2.20706
37.8,114.0,5.1,-2.0,C1,5.0,1.0,1,Z-HEA,1.56281
48.0,78.0,-1.3,-4.0,C1,2.0,1.0,1,Z-TDF,2.50116
46.5,130.0,-1.0,-3.1,C1,4.0,1.0,1,Z-YXO,-0.83114
34.4,99.0,-2.5,-6.9,C1,3.0,1.0,0,Z-IQM,-0.13731
58.6,102.0,2.8,7.6,C2,3.0,1.0,0,Z-ZTF,-1.18244
48.0,135.0,3.6,6.4,C3,3.0,0.0,0,Z-UCM,0.49512
56.1,141.0,-0.3,-5.8,C1,3.0,0.0,1,Z-KAL,0.4046
69.0,145.0,0.4,,C2,5.0,0.0,0,Z-JQG,0.92044
47.3,69.0,1.7,-2.1,C3,2.0,0.0,0,Z-YFY,0.57766
46.8,116.0,4.1,-3.2,C4,2.0,0.0,0,Z-SQM,-1.69309
51.1,104.0,-2.6,,C5,5.0,0.0,1,Z-TTC,-0.1596
58.1,115.0,4.9,-2.7,C4,2.0,0.0,1,Z-GIB,2.29615
45.6,95.0,-2.2,0.5,C1,1.0,0.0,0,Z-FDD,-0.31246
-34.2,307.0,6.5,0.3,C1,2.0,0.0,1,Z-XMJ,0.6417
58.6,91.0,0.2,4.0,C3,2.0,0.0,0,Z-LML,-0.3422
53.2,65.0,-2.3,-3.1,C1,5.0,0.0,1,Z-HDA,0.8303
33.8,26.0,0.7,,C1,4.0,1.0,0,Z-GEF,0.32203
40.4,92.0,1.6,-2.3,C4,1.0,0.0,0,Z-HVP,0.08566
62.2,55.0,-1.1,4.9,C2,3.0,1.0,1,Z-XHW,0.68337
53.4,125.0,-0.5,-2.0,C2,3.0,1.0,1,Z-CWN,-0.4322
44.1,104.0,6.1,1.6,C2,4.0,1.0,1,Z-FLC,0.39176
48.8,90.0,-2.2,0.0,C1,3.0,,1,Z-UWM,0.07592
50.3,128.0,5.3,5.6,C1,2.0,0.0,0,Z-WMX,0.59391
56.0,,-2.9,-8.3,C5,5.0,0.0,1,Z-JKY,-0.08149
39.3,93.0,0.8,-0.9,C1,2.0,0.0,1,Z-HWB,-2.05417
43.4,,-1.2,-10.3,C2,5.0,0.0,0,Z-AFU,-0.30326
,44.0,-3.5,-4.8,C1,2.0,0.0,0,Z-XMG,-0.706
49.4,93.0,-1.7,-1.8,C1,3.0,0.0,1,Z-BQF,
54.7,,3.7,3.5,C1,1.0,0.0,0,Z-UYA,0.5768
40.3,109.0,4.7,-1.7,C1,5.0,1.0,1,Z-RFR,-1.95655
53.0,100.0,0.2,-4.6,C3,3.0,0.0,0,Z-TNC,0.0557
58.9,322.0,0.5,-0.1,C1,5.0,0.0,1,Z-JXC,0.40388
54.1,128.0,,,C2,4.0,0.0,0,Z-GMJ,0.488
51.3,99.0,1.7,0.3,C3,2.0,0.0,0,Z-LEU,0.85
49.4,,5.3,0.7,C2,1.0,0.0,1,Z-SHJ,-0.03421
43.5,59.0,3.2,5.3,C1,,0.0,1,Z-DTU,-0.82384
49.6,55.0,-1.1,-2.1,C1,3.0,,1,,
60.2,103.0,4.5,3.1,C1,5.0,1.0,1,,0.11638
49.2,120.0,4.9,6.1,C1,4.0,1.0,0,Z-JZF,0.26799
43.0,69.0,1.9,-0.4,C2,4.0,1.0,0,Z-KYC,-0.08559
46.2,111.0,1.2,-4.5,C2,,0.0,0,Z-ZOJ,0.00563
51.8,75.0,-1.8,-3.8,C1,4.0,1.0,1,Z-ADF,0.97361
47.2,80.0,6.8,9.1,C1,5.0,0.0,1,Z-YEA,0.30643
54.0,113.0,-1.2,,C3,4.0,1.0,0,Z-PBA,-0.12941
54.3,89.0,-3.0,-9.4,C1,5.0,0.0,1,Z-QDY,
57.3,99.0,3.5,8.4,C2,2.0,1.0,0,Z-IGU,0.65209
61.6,49.0,0.3,-2.9,C5,4.0,1.0,1,Z-XQU,
58.1,136.0,4.3,2.3,C3,3.0,,0,Z-WDT,0.04321
42.7,85.0,6.7,11.4,C1,1.0,0.0,0,Z-IOB,0.88351
42.9,63.0,5.2,1.2,C2,3.0,1.0,0,,-1.23365
49.6,149.0,4.9,1.5,C5,3.0,0.0,1,Z-ENI,-0.64112
46.5,73.0,6.2,1.1,C3,5.0,0.0,1,Z-ENG,1.1936
41.0,71.0,3.5,1.6,C2,3.0,0.0,1,Z-IPG,-0.15179
46.6,69.0,5.9,4.9,C2,1.0,1.0,1,Z-OTE,-0.28812
46.4,124.0,5.6,0.4,C4,5.0,1.0,0,Z-OBR,1.37795
44.8,130.0,5.6,9.5,C1,2.0,0.0,0,Z-NPP,1.02853
,132.0,-0.8,-5.5,C2,4.0,1.0,1,Z-XBT,0.23925
59.6,152.0,2.1,2.4,C2,3.0,0.0,0,Z-YZQ,0.73243
51.8,87.0,1.3,-0.4,C2,2.0,0.0,1,,0.31109
,179.0,1.3,4.8,C1,3.0,0.0,0,Z-VIO,-0.00791
51.5,97.0,-0.3,-5.2,C3,4.0,0.0,1,Z-GHR,0.93416
47.8,55.0,4.9,5.1,C1,5.0,0.0,1,Z-PSN,0.95007
50.2,89.0,4.1,12.2,C2,5.0,1.0,0,Z-VSA,0.02564
52.2,113.0,5.0,-3.3,C5,,0.0,1,Z-TQV,0.15164
53.6,89.0,5.1,-1.0,C1,1.0,0.0,1,Z-XWC,-1.25573
66.8,132.0,2.9,9.8,,2.0,1.0,0,Z-EVB,-0.58665
43.4,103.0,2.9,0.3,C2,2.0,0.0,1,Z-POM,-0.97898
57.0,123.0,4.1,,C2,5.0,0.0,0,Z-OXX,1.02059
51.8,121.0,0.4,-2.7,C1,1.0,0.0,1,Z-MUD,1.20022
37.6,,3.2,8.2,,4.0,1.0,0,Z-UTT,-1.0352
56.3,289.0,2.1,-6.6,C3,5.0,0.0,0,Z-MUD,0.43719
60.3,78.0,-3.7,0.4,C1,3.0,0.0,1,Z-EIN,1.27534
43.3,86.0,-0.9,-8.7,C2,1.0,0.0,0,Z-FKW,0.5635
50.1,86.0,4.8,-4.1,C2,1.0,1.0,0,Z-YKF,-1.17493
,74.0,5.8,-1.2,C2,4.0,0.0,1,Z-GOT,-0.51008
40.1,28.0,-3.1,-4.9,C5,2.0,1.0,0,Z-GPM,0.45702
58.5,74.0,5.2,-0.0,C2,3.0,0.0,1,Z-NUT,0.85284
46.4,108.0,-0.0,-4.9,C1,1.0,0.0,0,Z-QMX,0.46223
41.3,41.0,0.4,-5.2,C2,5.0,1.0,0,Z-NYC,0.44071
52.0,98.0,,-7.9,C2,5.0,1.0,1,Z-MKE,0.08988
46.0,71.0,,-5.4,C2,3.0,1.0,0,Z-NUN,0.75834
46.4,70.0,2.0,1.2,C1,3.0,1.0,1,Z-PIF,-0.48126
56.1,113.0,0.6,-3.7,C1,2.0,1.0,1,Z-LKA,0.46617
40.9,85.0,-2.4,-15.0,C3,2.0,1.0,0,,-0.35798
42.9,103.0,-0.4,-2.2,C1,,0.0,1,Z-WCW,0.46941
51.4,,7.2,7.8,,3.0,0.0,1,Z-ZJJ,-2.28519
57.9,90.0,7.3,3.6,C5,1.0,0.0,1,Z-EGO,0.40558
60.1,147.0,8.6,0.6,C3,4.0,1.0,0,,-0.68116
44.8,85.0,7.0,7.7,,5.0,0.0,1,Z-ENL,0.59331
57.7,123.0,7.7,-0.7,C1,2.0,0.0,1,,-1.68469
43.9,76.0,3.7,0.2,C2,,0.0,1,Z-YFI,0.27136
64.8,137.0,0.9,,C3,5.0,,0,Z-ODW,-0.89011
41.1,18.0,4.8,7.2,C1,1.0,0.0,1,Z-PTQ,
60.8,149.0,-2.3,-1.1,C3,4.0,1.0,0,,-0.62892
44.9,79.0,-1.8,,C1,3.0,0.0,1,Z-QGC,-1.98333
66.3,94.0,0.8,3.0,C1,4.0,0.0,0,Z-PFU,1.40829
54.9,80.0,-2.4,-8.6,C2,2.0,,1,Z-MLT,0.20389
42.0,80.0,-0.6,4.6,C3,2.0,0.0,0,Z-GPX,-0.53582
46.0,,2.3,-12.6,C3,3.0,0.0,0,Z-LKY,0.62773
56.4,115.0,-0.3,4.2,C1,2.0,1.0,1,,-1.63275
,82.0,3.6,-2.1,C2,3.0,0.0,1,Z-JZU,-0.36226
49.6,123.0,4.2,3.7,C1,1.0,0.0,0,Z-YVP,0.89084
50.5,185.0,2.9,7.1,C1,4.0,0.0,1,Z-NKA,-0.65737
56.2,95.0,0.4,1.1,C2,2.0,0.0,1,Z-FSK,0.05765
51.2,96.0,1.9,1.7,C2,4.0,0.0,1,Z-VRV,1.11078
39.8,,-1.1,1.1,C4,2.0,0.0,1,Z-UFD,-0.2058
43.7,,0.8,-7.1,C5,4.0,0.0,0,,-0.01874
52.0,89.0,-1.4,-8.5,C2,1.0,1.0,1,Z-XSV,-0.26335
59.9,108.0,4.6,3.6,C4,2.0,0.0,0,Z-YTZ,0.28508
63.1,155.0,2.6,-0.2,C1,2.0,0.0,0,Z-QXK,
56.4,139.0,4.9,1.3,C4,4.0,1.0,0,Z-ESA,-0.49681
52.5,114.0,5.6,8.5,C1,1.0,1.0,0,Z-IOJ,1.55263
56.2,114.0,5.8,8.3,C2,4.0,0.0,0,Z-MVE,-0.32517
44.8,154.0,2.5,-3.3,,2.0,0.0,1,Z-OID,-0.8107
48.9,301.0,2.3,2.2,C2,5.0,0.0,1,Z-VKL,-0.37111
43.6,94.0,3.6,-5.1,,2.0,1.0,0,Z-XMR,0.78372
40.2,78.0,6.3,-2.8,C1,1.0,1.0,0,Z-DGI,
52.8,115.0,4.7,-1.3,C4,4.0,,1,Z-IVG,0.44073
51.6,21.0,3.3,1.1,C5,2.0,0.0,1,Z-QFF,-2.54816
55.7,137.0,-0.7,-5.0,C2,3.0,0.0,1,Z-VED,0.16535
54.5,73.0,-3.2,,C1,4.0,0.0,1,Z-PCR,
52.1,84.0,3.4,1.3,C3,4.0,1.0,1,Z-RBC,-1.41276
54.6,70.0,0.5,3.5,C1,2.0,0.0,1,Z-OBG,-0.77831
49.8,80.0,-0.2,0.5,C1,2.0,0.0,1,Z-RKU,0.87278
53.5,97.0,-1.8,-7.6,C1,2.0,0.0,1,Z-VWL,1.2644
44.3,115.0,-2.6,-0.1,C2,2.0,1.0,1,Z-PRE,-1.0608
,140.0,5.3,,,4.0,1.0,0,Z-DXS,-1.67743
55.5,162.0,-0.9,-0.7,C1,3.0,0.0,1,,-0.13843
44.8,94.0,0.6,-3.1,C2,5.0,0.0,0,Z-FVU,0.06185
50.6,95.0,-3.3,1.1,C3,4.0,1.0,1,Z-CQP,-0.68159
45.2,113.0,2.5,3.7,C4,3.0,1.0,1,Z-XFY,-1.08645
45.9,70.0,2.0,-2.8,C4,3.0,0.0,0,Z-TKH,-2.27512
41.2,59.0,4.6,0.8,C1,3.0,1.0,1,Z-YBB,0.10696
,108.0,,12.5,C4,2.0,1.0,0,Z-DMA,-0.53986
58.7,114.0,6.6,-1.2,C3,2.0,0.0,0,Z-DTH,-2.01707
54.5,52.0,-3.3,-7.5,C1,2.0,0.0,0,Z-DWI,-0.85152
65.9,156.0,3.6,-1.3,C2,5.0,0.0,0,Z-ROW,-0.04321
48.6,104.0,4.1,-2.9,C1,4.0,1.0,1,Z-VEA,-0.64031
74.4,163.0,4.8,-1.9,C2,1.0,1.0,0,Z-CPE,
48.3,55.0,-2.8,-4.5,,2.0,0.0,0,Z-MOL,-0.22144
52.2,86.0,5.2,5.0,C2,4.0,0.0,1,,
47.0,76.0,2.8,-5.9,,3.0,1.0,0,Z-TYY,1.05943
53.1,100.0,4.9,0.6,C3,1.0,1.0,0,Z-YPI,0.4558
56.8,111.0,-0.5,-5.5,C3,4.0,0.0,1,Z-HYQ,0.81009
49.2,122.0,-2.6,-8.8,C2,4.0,,0,Z-RTX,-0.0673
64.4,,0.4,3.0,C2,2.0,0.0,0,Z-EML,-0.9142
52.1,84.0,-1.0,-5.7,C3,4.0,0.0,0,Z-MML,0.78108
52.3,163.0,4.0,-3.9,C1,5.0,1.0,1,Z-PIM,-1.71023
42.9,81.0,4.1,5.7,C2,3.0,1.0,1,Z-QLX,-0.21718
,82.0,1.1,4.7,C5,4.0,0.0,1,Z-LWN,-0.92168
49.1,48.0,5.9,,C3,1.0,1.0,1,Z-OLS,-0.25891
45.3,95.0,4.8,-1.4,C1,3.0,0.0,0,Z-NPZ,-0.116
43.9,109.0,4.2,0.9,C4,4.0,1.0,1,Z-VBB,
71.5,106.0,6.2,1.1,C1,3.0,1.0,0,Z-FVH,-2.19882
48.1,114.0,,2.4,C2,3.0,0.0,1,Z-VJI,0.2877
38.5,83.0,5.5,6.3,C3,3.0,1.0,0,Z-WEB,1.29622
44.6,43.0,-4.7,-5.8,C1,4.0,1.0,0,Z-WKH,1.62828
49.7,117.0,1.0,-0.8,C1,4.0,0.0,1,,-0.36941
54.5,101.0,,-0.0,C2,4.0,0.0,1,,1.34264
54.6,78.0,1.2,2.3,C1,4.0,0.0,1,Z-AHD,-0.78129
55.6,135.0,-0.7,-0.6,C2,5.0,1.0,1,Z-FSN,0.02272
45.0,117.0,6.4,-3.8,C3,3.0,0.0,0,Z-FRY,0.41576
52.9,74.0,-0.7,-9.8,C3,3.0,0.0,0,Z-FUH,-1.00552
43.1,96.0,2.2,-1.1,C4,,0.0,0,Z-LHH,-0.23019
45.2,98.0,1.8,4.1,C5,1.0,0.0,1,Z-SKP,-1.19106
42.8,86.0,-0.7,2.8,C5,2.0,0.0,1,Z-MZK,
40.6,70.0,5.5,6.4,C2,2.0,0.0,1,Z-OTD,0.04287
58.7,111.0,,-1.2,C1,3.0,1.0,1,Z-IHB,
55.7,135.0,-2.5,2.4,C3,5.0,0.0,0,Z-ZNX,-0.25296
58.0,125.0,-3.7,-7.9,C4,4.0,1.0,1,Z-YOJ,0.01947
50.5,49.0,4.2,0.6,C3,5.0,0.0,1,Z-BHS,1.89704
56.4,53.0,1.8,-6.0,C3,2.0,0.0,0,Z-ZNC,0.40318
36.1,27.0,-1.4,,C4,1.0,1.0,0,Z-KAH,0.69609
57.1,75.0,5.3,-0.6,C2,1.0,0.0,1,Z-SPJ,-1.33441
51.6,82.0,-1.4,,C2,3.0,0.0,1,Z-WIE,0.67035
,97.0,4.1,7.7,C1,,0.0,0,Z-HRR,-1.13802
,104.0,1.6,0.0,C3,2.0,0.0,1,Z-LWR,0.25174
42.3,86.0,-1.1,-0.6,C1,2.0,0.0,1,Z-RVX,-1.21328
38.2,79.0,-2.6,-6.5,C1,4.0,1.0,0,Z-DVM,1.02536
44.5,122.0,5.4,-7.7,C1,,0.0,0,Z-BNF,0.3935
54.7,63.0,1.2,-3.7,C2,1.0,1.0,1,Z-IYU,-1.74831
55.7,119.0,-2.9,-0.9,,1.0,0.0,1,Z-OKR,-1.08759
39.2,91.0,3.2,3.1,C4,2.0,0.0,1,Z-ZUY,0.16201
42.3,53.0,1.0,-2.4,C4,3.0,1.0,0,Z-TXC,-1.00743
44.4,105.0,4.3,5.3,C1,2.0,1.0,0,,-0.14492
47.3,106.0,5.1,,C1,2.0,0.0,1,Z-ZVV,-0.47757
39.3,81.0,4.1,-2.8,C1,1.0,0.0,0,Z-VBF,-1.26473
38.8,16.0,-2.2,-0.4,C1,3.0,0.0,0,Z-TRX,-0.12182
43.6,,-2.4,-6.3,C3,1.0,1.0,0,Z-GBM,0.55342
50.8,108.0,4.5,6.7,C3,3.0,1.0,0,Z-DYS,0.82427
40.7,95.0,2.0,-8.4,C1,4.0,1.0,0,Z-UVI,-0.60935
49.2,7.0,2.6,-1.7,C2,5.0,0.0,0,Z-UTH,0.47184
58.6,100.0,4.3,4.7,C4,,0.0,0,Z-ADZ,-0.84603
,44.0,4.6,4.5,C1,4.0,1.0,1,Z-NFJ,
,132.0,1.5,-1.2,C4,3.0,1.0,0,Z-FDK,-1.42045
58.4,84.0,-3.9,-3.8,C1,2.0,1.0,1,Z-YUV,0.55288
,135.0,4.0,2.5,C1,1.0,0.0,1,Z-QXQ,-0.22768
45.6,118.0,4.9,-3.6,C2,3.0,0.0,1,Z-YQC,-1.13088
59.5,122.0,2.0,-1.4,C1,5.0,1.0,1,Z-RKA,1.46495
47.7,,2.2,1.3,C1,5.0,1.0,1,Z-USU,1.78203
59.0,90.0,-2.5,-1.6,C1,3.0,1.0,1,Z-LCX,-0.72825
53.6,86.0,-0.3,-2.1,C1,,1.0,1,Z-AHH,0.38369
47.4,121.0,-1.7,-5.5,C2,2.0,0.0,1,Z-YFC,0.87544
54.0,82.0,4.1,-3.7,C1,4.0,0.0,1,Z-JNR,0.55176
52.7,69.0,0.6,2.1,C1,1.0,0.0,1,Z-JGR,0.0344
,,-1.3,0.0,C2,3.0,0.0,1,Z-FWQ,-0.37274
45.8,69.0,4.3,6.4,C2,4.0,1.0,1,Z-HMJ,-0.1417
50.5,151.0,1.3,-5.0,C3,2.0,0.0,0,Z-CVK,-0.38102
49.7,120.0,2.4,1.0,C2,1.0,0.0,1,Z-FCF,1.71063
55.8,94.0,5.4,0.2,C4,5.0,0.0,1,,-1.22576
42.0,60.0,-0.4,-1.7,C1,2.0,1.0,0,Z-TNU,-0.19922
58.3,123.0,7.6,17.4,C3,1.0,1.0,0,Z-QTA,0.34541
53.9,139.0,2.6,4.5,C2,3.0,0.0,0,Z-VIW,-0.86035
39.6,90.0,0.4,-4.5,C4,4.0,1.0,0,Z-HVY,0.75941
59.8,91.0,5.1,1.8,C1,2.0,1.0,1,Z-VCI,-0.39775
68.0,92.0,-0.4,,C5,5.0,1.0,1,Z-KQM,1.24594
58.2,104.0,5.2,3.5,C4,2.0,0.0,0,Z-QLI,-1.44856
61.6,,0.9,-7.2,C1,3.0,0.0,0,Z-XYN,2.59198
50.8,89.0,2.0,1.5,C2,1.0,1.0,1,Z-APE,1.02725
36.9,105.0,2.6,-8.3,C1,1.0,0.0,0,Z-MDF,1.58383
,90.0,7.0,-2.6,C1,2.0,0.0,1,Z-KHI,0.55282
52.2,110.0,5.2,11.4,C2,2.0,0.0,0,Z-XEM,-0.87111
45.4,106.0,1.5,-1.8,C2,4.0,0.0,0,Z-EIM,-0.60721
42.8,51.0,-0.7,3.8,C2,4.0,0.0,0,Z-IMN,-1.10241
49.7,86.0,-3.9,-8.5,C1,5.0,0.0,0,Z-HIM,
55.1,81.0,5.4,-5.8,C1,3.0,0.0,1,Z-YWE,
38.5,91.0,2.5,-3.9,C1,3.0,1.0,1,Z-AYD,-0.6629
,67.0,5.4,14.5,C1,2.0,1.0,0,Z-FYA,0.02661
62.2,123.0,-0.4,-8.0,C2,2.0,0.0,0,Z-SWD,1.29529
41.6,81.0,-0.3,5.7,C1,,1.0,1,Z-CSU,-1.33901
57.1,128.0,5.5,4.7,C4,,0.0,0,Z-GIP,0.5864
46.3,62.0,-1.4,-2.3,C3,3.0,1.0,0,Z-RCM,-1.23604
54.5,120.0,-2.3,-6.8,C5,,0.0,1,Z-OTD,-0.49256
58.9,,7.0,0.7,C1,1.0,1.0,1,Z-IHM,-0.80561
56.1,84.0,4.4,4.6,C1,1.0,0.0,1,Z-ZWW,-0.00837
57.4,109.0,-4.3,0.3,C1,5.0,0.0,1,Z-CNV,-1.11337
40.9,117.0,3.1,1.9,C1,2.0,1.0,1,Z-GRV,0.25576
59.1,93.0,1.3,2.6,C5,5.0,1.0,1,Z-FPY,-0.93925
43.3,41.0,3.5,-0.4,C2,2.0,0.0,0,Z-HSO,-0.04892
52.2,78.0,1.1,8.6,,1.0,0.0,1,Z-WCQ,-0.03278
52.2,93.0,6.7,5.2,C4,3.0,1.0,1,Z-GCE,-0.07606
54.0,157.0,4.2,10.7,,2.0,1.0,0,Z-IDA,1.31276
52.9,115.0,6.0,,C2,5.0,1.0,1,Z-BUR,0.16433
43.4,69.0,0.4,-1.4,C1,3.0,0.0,0,Z-UVY,-0.48673
39.4,78.0,-1.7,1.4,C3,3.0,1.0,0,Z-OBN,-0.70489
57.1,155.0,-2.7,,C2,2.0,1.0,1,Z-KIZ,1.0124
51.6,96.0,-1.3,-0.5,C1,1.0,0.0,1,Z-OZL,-0.89487
59.4,110.0,2.0,-4.0,C4,3.0,0.0,1,Z-FXG,-0.64541
49.8,89.0,4.5,0.6,C3,2.0,0.0,0,Z-PFS,0.09474
38.9,100.0,-3.0,-8.0,C5,3.0,0.0,1,Z-ITF,0.35479
57.9,99.0,,-1.5,C1,3.0,0.0,1,Z-ZFH,0.18239
47.2,119.0,5.6,2.5,C3,5.0,0.0,0,Z-DKE,-1.27513
52.9,134.0,5.1,0.6,C3,3.0,,0,Z-OMP,-0.92103
45.0,108.0,1.4,2.3,C1,5.0,0.0,1,Z-EUN,-1.78587
63.3,117.0,4.7,-2.0,C1,1.0,1.0,0,Z-PKW,-1.99501
43.1,51.0,6.8,-4.7,C1,4.0,,0,Z-BBR,-1.45658
47.5,90.0,2.0,-2.3,C1,3.0,1.0,1,Z-XDG,0.34747
,84.0,5.4,,C3,2.0,1.0,0,Z-LKD,-0.38141
41.4,65.0,-0.5,0.1,C4,1.0,1.0,0,Z-WEA,-1.98175
52.8,98.0,-0.6,-5.8,C5,4.0,0.0,1,Z-ZRO,-0.22795
63.1,135.0,0.1,0.4,C1,2.0,0.0,0,Z-NZP,-0.18482
,77.0,-1.2,-3.2,C3,1.0,1.0,0,Z-MBX,1.71498
53.3,69.0,4.6,4.0,C1,4.0,1.0,1,Z-PFG,0.65228
28.2,37.0,5.6,7.1,C1,2.0,0.0,1,Z-WWC,0.49342
49.8,,0.8,-0.1,C4,2.0,,0,Z-JAB,1.83608
47.7,111.0,4.9,3.2,C5,1.0,0.0,1,Z-CWN,0.70341
43.6,64.0,0.4,5.1,C5,,1.0,1,Z-MII,-0.97177
58.8,150.0,2.9,3.2,C2,5.0,1.0,0,Z-GET,-1.17612
47.5,286.0,3.5,2.3,C3,5.0,0.0,0,Z-MML,1.5554
48.7,159.0,-0.7,-2.1,C2,2.0,1.0,0,Z-UHZ,2.03349
47.1,102.0,4.0,-0.5,C3,2.0,1.0,0,Z-NBH,1.5421
34.8,90.0,2.7,-4.5,C1,5.0,1.0,1,Z-KMY,
41.1,108.0,2.8,3.7,C1,4.0,1.0,1,Z-GRM,2.38597
57.9,153.0,-2.3,1.7,C5,2.0,,1,Z-RSV,1.3474
,60.0,0.1,0.3,C1,5.0,1.0,0,,-0.29879
44.0,128.0,2.9,3.3,C4,5.0,1.0,1,Z-ARG,-0.1042
,78.0,5.2,-0.9,C1,2.0,1.0,1,Z-HVJ,-0.14785
64.1,114.0,-0.6,-4.7,C4,5.0,0.0,1,Z-QXZ,-0.32376
56.3,111.0,5.4,-2.3,C5,4.0,,1,Z-IGG,-0.6052
45.7,118.0,,-4.3,C1,5.0,0.0,1,Z-YJU,
60.6,109.0,2.9,5.1,C2,2.0,0.0,0,Z-HBC,1.59427
44.2,135.0,-1.5,-5.9,C4,2.0,0.0,1,Z-CCQ,
58.2,150.0,8.0,5.0,C1,3.0,1.0,0,Z-UOA,0.80681
39.3,83.0,3.3,4.3,C1,2.0,0.0,1,Z-GPV,-1.05894
58.7,89.0,4.7,7.6,C1,3.0,1.0,1,Z-BZW,-0.78085
46.9,122.0,5.5,,C1,3.0,1.0,1,Z-NIT,-0.02189
41.9,30.0,0.0,-3.6,C1,2.0,1.0,0,Z-ZAT,0.22801
48.4,117.0,0.5,-4.3,C1,5.0,,1,Z-IJG,0.49114
52.4,82.0,-3.0,-8.0,C1,1.0,0.0,0,Z-ETF,0.31719
46.2,128.0,5.4,1.5,C5,5.0,0.0,1,Z-MLV,
54.6,71.0,0.1,-9.8,C1,3.0,0.0,0,Z-QLJ,0.75468
45.5,75.0,4.1,0.4,C1,3.0,1.0,1,Z-YIN,1.24678
55.1,121.0,,3.5,C4,5.0,1.0,1,Z-GSY,0.54417
53.7,123.0,3.3,-3.2,C3,3.0,,0,Z-ZGH,0.97873
49.7,83.0,,-4.7,C2,2.0,1.0,0,Z-RJI,-0.39642
46.6,85.0,0.9,-0.8,C2,2.0,1.0,0,Z-SUB,-0.15076
51.4,128.0,4.8,3.1,C1,4.0,1.0,1,Z-WVD,1.43175
54.6,135.0,4.7,-4.4,C5,4.0,0.0,1,Z-ZFX,-1.47231
66.7,119.0,0.4,1.7,C4,3.0,1.0,0,Z-LOQ,-1.05568
57.7,97.0,2.8,3.9,C1,2.0,0.0,0,Z-APF,
58.0,77.0,4.1,-1.1,C2,5.0,0.0,1,Z-MIZ,0.82967
74.9,149.0,0.3,5.8,C3,3.0,0.0,0,Z-OPH,-0.60257
54.3,129.0,4.0,3.9,,3.0,0.0,0,Z-ZIK,-0.87426
54.0,111.0,-1.3,-1.4,C1,4.0,0.0,1,Z-VSP,1.55475
55.8,,3.9,4.7,C5,2.0,0.0,1,Z-PQV,-0.18769
42.1,135.0,-1.9,-7.6,C4,4.0,0.0,1,Z-FPL,
46.6,38.0,-2.7,-5.4,C2,2.0,0.0,0,Z-JHT,0.65519
46.1,117.0,-1.5,-0.3,C2,2.0,0.0,1,Z-JLU,0.50141
55.3,115.0,2.6,-2.7,C2,2.0,1.0,1,Z-FIQ,0.12146
48.8,,5.3,1.6,C4,5.0,1.0,0,Z-KNC,
51.3,81.0,-0.0,0.9,C2,4.0,0.0,1,Z-WYF,-0.73973
58.9,111.0,-1.2,-1.3,C4,2.0,1.0,1,Z-LBT,-0.57657
57.1,120.0,,-2.9,C4,1.0,1.0,1,Z-SFD,1.81044
48.9,96.0,-2.4,-3.5,C3,2.0,0.0,0,Z-EAW,1.13768
44.8,43.0,4.7,1.8,C1,2.0,1.0,0,Z-IRS,1.41653
59.2,162.0,-3.2,-0.8,C2,3.0,0.0,0,Z-WBX,-0.42387
56.4,128.0,5.6,12.1,C1,4.0,0.0,0,Z-NER,
